source_id,province,year,subject_type,batch,school_name,major_name,score,rank,quota,source_file,group_code,subject_requirement,admitted_count,average_score,average_rank,equivalent_score,school_yxid,raw_rank
zyfz:2024:95563:ebc03c9c786ad24e,四川,2024,历史类,专科提前批,江西航空职业技术学院,专业组103（选科：不限）,402,120286,6,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,103,不限,6,419,107325,597,95563,120286
zyfz:2025:95568:d77cd97cc629321a,四川,2025,历史类,专科提前批,武昌职业学院,专业组110（选科：不限）,419,103198,24,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,110,不限,27,439,89913,601,95568,103198
zyfz:2024:95568:46b99969e36f9743,四川,2024,历史类,专科提前批,武昌职业学院,专业组110（选科：不限）,382,134979,10,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,110,不限,10,416,109619,579,95568,134979
zyfz:2023:95568:d4b6eff67c946bee,四川,2023,历史类,专科提前批,武昌职业学院,专业组110（选科：不限）,362,155120,22,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,110,不限,22,404,121507,567,95568,155120
zyfz:2025:95561:33ffe60cef1c6f0f,四川,2025,历史类,专科提前批,山东海事职业学院,专业组103（选科：不限）,347,147375,6,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,103,不限,6,377,130827,531,95561,147375
zyfz:2024:95561:58003558e1eeda60,四川,2024,历史类,专科提前批,山东海事职业学院,专业组103（选科：不限）,173,201425,6,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,103,不限,6,291,184490,378,95561,201425
zyfz:2023:95561:f7d76af4c71ddb9a,四川,2023,历史类,专科提前批,山东海事职业学院,专业组103（选科：不限）,238,209355,2,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,103,不限,6,356,159735,453,95561,209355
zyfz:2025:95551:e2e39484fb517458,四川,2025,历史类,专科提前批,渤海船舶职业学院,专业组202（选科：不限）,344,148834,5,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,202,不限,5,405,112825,528,95551,148834
zyfz:2025:95555:acc4a56f422cc46f,四川,2025,历史类,专科提前批,泉州海洋职业学院,专业组101（选科：不限）,314,161011,8,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,101,不限,8,343,149324,497,95555,161011
zyfz:2024:95555:734360737fe980fe,四川,2024,历史类,专科提前批,泉州海洋职业学院,专业组101（选科：不限）,256,193081,8,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,101,不限,8,309,177993,461,95555,193081
zyfz:2023:95555:b8cbe8f5f10ea68e,四川,2023,历史类,专科提前批,泉州海洋职业学院,专业组101（选科：不限）,163,216994,55,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,101,不限,55,367,151225,371,95555,216994
